"ID";"class";"PE";"G";"PS";"TE"
1956;98;5;1;7.2;25
1957;98;6;1;6.5;25
1958;99;5;0;3.4;21
1959;99;5;0;5.1;21
1960;99;3;0;3.5;21
1961;99;5;0;3.8;21
1962;99;5;1;4.5;21
1963;99;4;1;4.2;21
1964;99;6;0;5.3;21
1965;99;6;1;6.2;21
1966;99;5;1;5.2;21
1967;99;5;1;8;21
1968;99;4;0;4.4;21
1969;99;6;1;7.4;21
1970;99;4;0;4.1;21
1971;99;5;0;5;21
1972;99;4;1;5.8;21
1973;99;5;0;4.4;21
1974;99;3;0;2.9;21
1975;99;4;0;3.5;21
1976;99;5;1;5.4;21
1977;99;5;1;5.9;21
1978;99;5;0;4.6;21
1979;99;5;0;4.8;21
1980;99;5;0;4.2;21
1981;100;5;0;3.9;7
1982;100;6;0;3.7;7
1983;100;7;1;6.1;7
1984;100;3;0;1.7;7
1985;100;7;1;5.9;7
1986;100;7;1;6.1;7
1987;100;7;0;4.3;7
1988;100;5;0;3.9;7
1989;100;5;0;1.1;7
1990;100;5;0;1.4;7
1991;100;5;0;1.9;7
1992;100;6;1;4.9;7
1993;100;7;1;6.5;7
1994;100;5;1;3.7;7
1995;100;5;1;5.2;7
1996;100;4;1;4.3;7
1997;100;4;0;2.6;7
1998;100;8;1;6.7;7
1999;100;5;0;2.9;7
2000;100;9;0;5.3;7
