school,gender,age,geread,gevocab
3961,1,104,12,3.1
3961,2,106,2.5,3
3961,1,109,5.8,3
3961,1,111,2.2,2.2
3961,1,105,2.7,1.7
3961,1,108,4.5,4.2
3961,2,112,2.6,3.2
3961,2,119,2.1,3
3961,2,102,3.9,3.1
3961,2,112,2.5,3.5
3961,2,101,3.1,3.8
3961,2,116,2.4,2.9
3961,1,106,2.1,3
3961,2,111,1.8,2.5
3961,1,109,4.8,3
3961,2,111,2.1,2.9
3961,1,102,6.4,11.2
3961,2,115,1.6,1.4
3961,2,110,2.5,3.1
3961,2,101,3.7,2.5
3961,1,106,1.4,2.3
3961,2,113,3.7,2
3961,1,105,2.4,2.8
3961,1,108,7.8,3.1
3961,1,107,12,7.5
3961,2,105,2.8,3.2
3961,1,116,1,1.3
3961,1,105,2.9,4
3961,1,100,2.2,2.7
3961,1,117,1.8,2.5
3961,1,105,3.8,2.5
3961,1,105,3,3.5
3961,1,107,2.4,2.1
3961,2,109,2.3,2.4
3961,1,118,3.1,1.9
3961,2,108,4.9,5.2
3961,1,130,3.1,2.1
3961,2,106,3.2,3.4
3961,1,109,2,1.9
3961,2,101,2.9,1.9
3961,2,113,2.6,2.6
3961,1,113,3.7,2.5
3961,1,115,2.3,2.3
3961,2,106,1.4,1.5
3961,1,121,4.3,2.3
3961,1,105,4.4,7.5
3961,2,102,2.9,3.6
3961,1,98,2.6,2.8
3961,2,108,4.2,4.2
3961,2,104,3.4,2.6
3961,1,105,2.2,2.3
3961,1,106,2.7,2.7
3961,2,102,2.9,3
3961,1,106,2.2,2.2
3961,1,109,4.2,2.9
3961,2,116,1.8,3.7
3961,2,111,3.4,2.2
3961,1,101,2.1,1.7
3961,1,92,4.2,3.6
3961,1,90,1.9,3
3961,2,107,6.4,3.6
3961,1,117,2.6,3.7
3961,1,106,1.9,2.4
4677,1,100,2.6,4.2
4677,1,103,2.7,2.9
4677,2,100,2.2,2.5
4677,1,104,2.5,2.8
4677,2,110,3.5,6.2
4677,1,108,5.4,4.8
4677,2,107,2.4,3.6
4677,2,107,8.2,5
4677,2,101,2.6,4.8
4677,2,102,4.8,5.4
4677,2,100,2.2,3.1
4677,1,106,2.5,2.5
4677,2,109,3.5,3.1
4677,1,105,4.2,4.7
4677,2,111,3.9,3.5
4679,2,104,1.6,2.3
4679,2,111,3.1,4.7
4679,1,112,4.8,11
4679,1,108,2.5,4.1
4679,2,110,2.5,4.7
4679,2,103,6.6,11.2
4679,1,102,4.7,3.6
4679,2,109,5,6
4679,1,100,2.2,11
4679,2,110,3.3,3.1
4679,2,105,2.9,3.6
4679,2,108,2.1,3.5
4679,2,104,6.4,6.3
4679,2,103,2.2,3.6
4679,1,114,4.7,4.2
4679,2,114,2.7,4.1
4679,2,103,4.5,3
4679,2,111,4.6,3.2
4679,1,106,5.2,4.8
4679,1,110,6.4,6.7
4679,2,101,4.3,6.2
4679,1,107,5.8,8.9
4679,2,105,4.9,11.2
4679,1,107,3,6
4679,2,111,6.6,5.1
4679,1,111,5.8,6.4
4679,1,107,6.4,6.7
4679,1,101,2.8,2.8
4679,2,110,4.8,6
4679,1,112,4.8,10.9
4679,1,107,4.4,6.2
4679,1,110,7.6,4.3
4679,1,102,5,9.2
4679,2,106,2.9,3.8
4679,1,103,2.6,3
4679,2,106,4.5,6.4
4679,1,104,10.6,7.5
4679,1,101,4.5,6.7
4679,2,103,5.2,3.8
4679,2,111,3.1,3.1
4679,2,105,5.8,3.1
4679,2,105,4.8,2.6
4679,1,108,5.2,11.2
4679,2,108,4.8,2.9
4679,2,109,2.2,2.3
4679,1,102,4.7,6.2
4679,2,106,4.8,3.8
4679,2,116,6.3,4.3
4679,2,110,3.8,2.7
4679,2,111,12,6
4679,1,103,4.9,3.5
4679,2,112,2.7,5.2
4679,2,125,1.8,1.9
4679,1,121,2.6,2.5
4679,2,116,1.2,2.3
4679,1,105,2.1,3.4
4679,2,114,4.4,4.3
4679,2,102,6.4,2.8
4693,2,111,2.2,4.3
4693,2,111,4.4,5
4693,1,108,3.1,4.4
4693,1,108,4.9,4
4693,2,107,3.9,3.4
4693,2,109,4.4,4.6
4693,1,110,7.3,11.2
4693,2,108,2.9,5.1
4693,1,105,1.7,1.7
4693,1,110,6.4,4.8
4693,2,108,2.3,3.4
4693,2,111,3.9,3.7
4693,2,105,2.1,2.8
4693,2,109,4.1,4.8
4693,2,101,5.4,4.6
4693,1,101,2.9,2.5
4693,1,111,2.3,4.3
4693,2,109,5,6.7
4693,1,101,3.4,4.1
4693,2,111,7.8,3.5
4693,1,104,2.6,2.5
4693,2,108,4.3,4.7
4693,1,98,3,2.5
4693,1,101,2.5,11.2
4693,2,109,4.2,2.9
4693,2,109,1.9,2.8
4693,2,102,3.3,3.8
4693,2,113,2.9,2.8
4693,1,111,4.2,6.7
4693,2,111,5.8,5.4
4693,1,109,2.5,3.3
4693,2,108,1.5,2.4
4693,1,109,12,11
4693,2,102,1.3,2.1
4693,1,101,12,6.2
4693,2,111,3.3,3.1
4693,1,112,3.7,7.4
4693,2,108,2.2,3.7
4693,1,106,10.6,8.2
4693,1,112,4.7,4.6
4693,1,109,4.9,3.7
4693,1,101,4,3.3
4693,1,113,2.9,3.1
4693,2,119,4,6.3
4693,2,114,3.4,3.8
4693,1,104,1.8,1.9
4693,2,103,2,3.6
4693,1,107,3.9,3.7
4693,1,106,3.3,4.8
4693,1,107,4.6,4.8
4693,2,120,1.9,1.6
4693,2,108,4.3,3.2
4693,1,108,6.4,4.9
4693,1,107,12,3.4
4693,2,108,3.2,2.9
4693,2,102,3.7,4
4693,1,105,4.9,7.3
4693,1,101,4,3.9
4693,2,102,4,2.5
4693,1,111,4.5,6.4
4693,2,119,1.8,1.8
4693,1,102,2.9,2.5
7349,1,102,4.9,11
7349,1,105,2.9,3.9
7349,2,107,4.9,3.4
7349,1,103,3.7,3.3
7349,2,114,2.4,2.2
7349,1,109,12,5.4
7349,2,111,4.3,6.2
7349,1,101,6.3,3.2
7349,1,107,2.1,2.7
7349,2,110,12,6.8
7349,2,101,4.6,3.6
7349,2,112,12,8.4
7349,1,109,2.5,4.6
7349,1,103,4.9,6.9
7349,1,116,1.8,2.2
7349,1,110,2.7,2.8
7349,2,106,7.8,3.5
7349,2,107,3.5,2.9
7349,1,107,1.9,2.5
7349,1,105,2.2,2.1
7349,1,106,3.4,3.2
7349,2,109,6.4,3.6
7349,2,107,5.8,4.3
7349,2,109,5.2,9.2
7349,2,107,6.4,7.2
7349,1,111,4,6.7
7349,1,102,3.8,5.4
7349,2,106,8.7,11.2
7349,2,104,3.4,3.2
7349,2,109,3.6,3.6
7349,2,103,2.6,2.6
7349,2,110,6.3,6.2
7349,2,110,3.7,4.4
7349,2,103,10.6,4.5
7349,1,103,6.4,11.2
7349,1,109,4.9,8.9
7349,2,100,3.7,1.3
7349,2,107,4.7,10.9
7349,1,106,3.6,4.9
7349,1,111,6.2,4
7349,1,109,3.6,4
7349,2,112,2.4,2.2
7349,1,112,6.4,5
7349,2,105,5.8,3.7
7349,1,109,3.7,2.5
7349,2,102,2.8,2.3
7349,1,109,2.7,4
7349,2,115,4.5,3.3
7349,2,109,4.8,2.4
5296,2,105,4.3,2.8
5296,2,105,3.3,3.1
5296,2,109,4.4,3.9
5296,2,102,5.8,6.5
5296,1,105,4.7,3.9
5296,1,112,5.1,4.7
5296,1,106,12,6.2
5296,2,111,7.8,3.1
5296,1,103,3.5,4.7
5296,1,101,4.7,8.9
5296,1,103,3.1,5
5296,1,110,3.1,5.5
5296,2,105,6.4,7.5
5296,2,110,12,11.2
5296,1,108,2.9,6.6
5296,2,112,5.2,4.7
5296,2,110,3.9,4.2
5296,2,111,5.8,6.7
5296,1,109,6.4,4.9
5296,2,120,1.7,1.8
5296,1,101,3.9,3.2
5296,1,110,7.6,8.2
5296,2,114,4.9,7.5
5296,1,111,4.5,5.7
5296,2,113,2.9,4.4
5296,2,116,2.6,2.8
5296,1,106,6.3,4
5296,2,102,2.8,2.7
5296,2,105,3.2,5.5
5296,1,114,2.8,3.2
5296,2,103,1.3,2.4
5296,1,109,8.9,11.2
5296,2,113,0,2
5296,2,103,3.9,3.2
5296,1,102,4.9,7.5
5296,1,101,4.4,6.4
5296,1,112,2.9,2.5
5296,1,100,3.4,4.3
5296,1,108,5.2,4.3
5296,2,108,3.9,3
5296,2,102,4.7,3.8
5296,1,101,9.2,5.2
5296,1,96,5.2,8.4
5296,1,110,6.4,6.7
5296,1,109,4.6,6.7
5296,1,111,3.9,4.1
5296,1,114,4,4.2
5296,1,101,3.8,2.6
5296,1,109,6.4,3.1
5296,1,111,4.9,5.2
5296,2,101,3.9,4.2
5296,2,101,3.7,3.1
5296,1,103,5,5
5296,2,107,2.7,3.1
5296,2,106,4.5,11.2
5296,2,103,4.8,4.6
5296,1,104,4.3,2.7
5296,2,101,3.3,2.9
5296,1,103,6.4,6.8
5296,2,120,2.3,2.4
5296,2,111,12,11
5296,2,110,2.9,2.9
5296,1,109,4.5,5
5296,2,108,4.8,5.4
5296,2,107,6.4,8.9
5296,1,107,3,11
5296,2,114,8.2,5.4
5296,1,104,2.9,3.7
5296,1,110,2.1,2.2
5296,2,106,5.8,11.2
5296,2,111,4.6,3
5296,1,112,3.5,4.9
5296,2,116,2.5,2.9
5296,1,110,12,8.1
5296,1,107,4.8,6.2
5296,1,97,5,4
5296,1,105,2.4,2.7
5296,2,108,3.1,3.5
5296,1,110,5,7.5
5296,1,111,3.1,3.9
5296,1,105,3.9,6.5
5296,2,119,2.9,5
5296,1,109,10.6,6.7
5296,1,106,4.4,2.8
5296,2,112,3.5,4
5296,2,103,4.3,4.5
5296,2,103,3.4,7.2
5296,1,101,3.2,3
5296,2,106,1.5,1.9
5296,1,111,1.8,4.3
5296,1,112,6.4,4.8
5296,1,107,4.9,6.7
5296,1,112,8.7,11.2
5296,1,119,3.5,2.8
5296,1,108,2.1,3.5
5296,2,108,5,4.4
5296,1,118,4.6,4.2
5296,2,107,6.4,5.4
5296,2,105,4.9,4.4
5296,2,112,6.4,4.6
5296,2,100,2.7,3.8
5296,2,109,4.1,4
5296,1,110,2.3,3
5296,2,102,1.8,3
5296,1,109,6.3,11.2
5296,2,108,6.4,6.7
5296,2,104,2.8,4.2
5296,2,101,6.4,8.4
5296,2,120,4.3,8.2
5296,1,110,3,4.7
5296,2,105,3,2.1
5296,2,103,4.9,4.7
5296,1,106,6.4,4
5296,2,110,12,9.2
5296,2,114,2.8,4.7
5296,2,102,4.3,11.2
5296,1,111,6.4,8.4
5296,2,114,12,11.2
5296,1,105,12,8.4
5296,1,101,4.8,11.2
5296,2,109,4.9,11.2
5296,1,112,4.3,3.3
5296,1,113,3.3,4.7
5298,1,102,3.9,3.6
5298,2,102,3.9,6.3
5298,1,102,4.2,3.5
5298,2,96,3.7,3.4
5298,2,106,6.4,6.2
5298,2,107,3.1,3.1
5298,1,111,3.1,4.3
5298,2,101,5.2,6.2
5298,1,105,5,5
5298,1,106,12,5
5298,2,102,4.7,6.3
5298,2,104,10.6,4.7
5298,1,110,5,8.1
5298,1,109,6.4,8.9
5298,2,101,1.9,1
5298,2,107,1.6,1.8
5298,1,104,9.2,6.8
5298,1,112,9.2,7.5
5298,2,110,2.1,1.9
5298,1,103,4.5,4
5298,1,103,3,2.4
5298,2,110,3.8,3.6
5298,2,103,2.1,2.1
5298,2,105,4.3,2.8
5298,1,110,2.9,4.5
5298,1,120,6.4,4.4
5298,2,107,2,2.2
5298,2,102,4.7,4.8
5298,2,111,6.4,3.8
5298,1,111,6.4,11
5298,1,110,12,8.2
5298,1,111,4.7,4.7
5298,2,101,12,11.2
5298,1,104,1.6,1.4
5298,2,104,2.9,2.7
5298,2,110,1,0.2
5298,2,108,12,4
5298,2,102,2.8,2.9
5298,1,105,4.6,4.3
5298,2,108,4.7,2.7
5298,1,107,4.1,6.2
5298,2,106,5,7.5
5298,2,109,4.7,3.2
5298,2,109,12,7.5
5298,1,108,5.8,5
5298,2,105,4.5,3.5
5298,2,114,1.4,1.6
5298,2,110,4.5,3.3
5298,1,101,3.7,2.3
5298,2,104,4.9,7.3
5298,2,103,12,10.9
5298,1,99,6.4,4.7
5298,2,116,0,2
5298,2,115,4.4,3.7
5298,1,105,2.6,2.4
5298,1,106,3.7,3.5
5298,2,106,6.4,4.9
5298,1,103,12,7.2
5298,2,103,12,4.7
5298,1,102,7.8,6.6
5298,2,110,10.6,5
5298,2,100,12,6.4
5298,2,104,12,11
5298,1,112,12,11.2
5298,1,105,12,11.2
5298,1,101,5,4.9
5298,1,105,12,11.2
5298,2,109,8.3,8.4
5298,1,108,7.6,7.3
5298,1,118,12,6.7
5298,1,108,12,6.7
5298,2,111,3.4,11.2
5298,1,112,10.6,11.2
5298,2,112,4.7,7.2
5298,2,110,4.6,9.3
5298,2,104,6.2,4.3
5298,2,107,12,11.2
5298,2,100,6.4,11.2
5298,2,109,5.1,3.1
5298,1,98,4.1,2.8
5298,1,119,2.2,2.9
5298,1,103,2.3,3.4
5298,2,107,4.3,3.8
5298,2,101,1.6,1.4
5298,2,101,2,1.9
5298,1,110,3,3.5
5298,2,112,10.6,6.7
5298,2,113,3.2,3
5298,2,103,2.3,3.4
5298,1,99,4.9,4.4
5298,2,108,4.7,3.9
5298,1,111,3.5,3.5
5298,1,110,5.8,3.1
5298,2,106,4.5,4.1
5298,1,102,8.3,4.6
5298,1,107,2,2.8
5298,2,111,4.9,5.2
5298,1,104,2.2,2.8
5298,2,102,2.5,2.7
5298,2,100,2.7,2.5
5298,2,103,4.5,4.5
5298,1,101,3.1,3.2
5298,1,123,1,2.2
5298,2,107,2.7,4.4
5298,1,105,2.7,5.1
5298,2,107,7.6,5.5
5298,2,101,2.1,1.4
5298,1,105,4.4,2.3
5298,2,115,3,2.9
5298,1,110,4.3,4.5
5298,2,109,2,1.9
5298,2,103,2.9,1.9
5298,2,104,5.4,4.8
5298,1,105,6.7,3.1
5298,1,106,2.8,2.9
5298,2,110,3.2,3.1
5298,1,106,12,4.4
5298,1,97,4,4.3
5298,2,115,4.2,3.5
5298,1,106,1.9,1.3
5298,1,109,3.1,5.4
5298,2,107,3.7,4
5298,1,106,3.6,8.2
5298,2,109,4.5,6
5298,2,106,1.9,1.6
5298,1,104,2.1,2.9
5298,1,107,6.4,5.1
5298,2,110,2.8,3.5
5298,2,111,6.4,3.5
5298,2,102,2.9,3.1
5298,2,111,9.2,3.2
5298,2,113,3,4.4
5298,2,105,2.8,3
5298,2,110,3.5,5.2
5298,1,109,1.4,2.4
5298,1,104,4.3,3.4
5298,1,108,12,6.7
5298,1,110,6.4,7.2
5298,1,105,2.8,3.3
5298,1,101,4.9,4.1
5357,2,103,1.9,1.9
5357,2,110,3,3.1
5357,1,106,2.6,2.6
5357,2,110,6.4,4.4
5357,2,105,2.5,2.8
5357,1,105,2.5,2.9
5357,2,105,1.4,1.4
5357,2,111,2,4.7
5357,2,112,4.1,3.2
5357,2,110,4.9,4.7
5357,2,106,1.9,2.4
5357,1,100,4.4,6.3
5357,2,113,6.4,3.2
5357,1,106,3.4,4.9
5357,1,111,3.1,3.2
5357,1,102,1.7,3.3
5357,1,99,2.4,3.2
5357,1,99,2.8,3.1
5357,2,105,2.7,2.7
5357,1,100,3.1,2.7
5357,1,106,3.1,2.7
5357,2,105,6.4,11.2
5357,1,111,2.4,3.1
5357,1,108,4.3,6.2
5357,1,103,2.9,3.4
5357,1,101,3.7,4.9
5357,2,109,3.7,3.2
5357,2,100,3.4,4.7
5357,1,101,2.8,1.7
5357,2,111,4.3,4.7
5357,2,107,4,6.8
5357,1,105,3.7,8.2
5357,2,109,4.5,6.2
5357,2,107,3.8,4.2
5357,2,102,4.7,5.1
5357,2,102,6.4,5.4
5357,1,102,4.4,4.2
5357,1,104,3.1,1.9
5357,1,111,4,3.8
5357,2,106,6.4,6.7
5357,2,109,1.3,2.1
5357,1,104,3,4.4
5357,1,108,3.7,6.7
5357,2,110,4,2.1
5357,1,103,2.4,2.4
5357,2,103,3.9,3.5
5357,1,111,6.4,3.1
5357,1,107,9.2,5.7
5357,2,105,1.6,1.9
5357,1,103,4.9,3.1
5357,2,112,6.4,11.2
5357,2,107,2.7,2.1
5357,2,105,6.4,6.7
5357,1,104,2.6,3.5
5357,2,97,3.9,3.1
5357,2,96,3.2,3.4
5357,2,111,2.8,2.8
5357,2,112,3.1,4.2
5357,2,103,4.4,4
5357,1,97,2.2,2.5
5357,1,104,6.4,3.8
5357,1,105,2.9,2.4
5357,1,106,2.8,4
5357,1,104,3.1,2.4
5357,2,112,4.4,6.3
5357,2,109,3.4,6.4
5357,2,103,3.7,5.5
5357,2,121,4.3,2.9
5359,2,105,3.9,4
5359,2,109,1.8,2.1
5359,2,111,2.4,2
5359,1,112,6.4,11.2
5359,1,105,2.4,2.8
5359,2,101,3.1,5.1
5359,1,105,2.4,2.5
5359,2,104,3.9,4.4
5359,2,114,3.8,5.5
5359,1,103,3.9,5
5359,1,104,2.5,2.9
5359,1,109,2.5,3
5359,1,108,8.3,11.2
5359,2,102,2.8,7.5
5359,1,110,4.8,4.9
5359,1,109,3.7,4.1
5359,2,108,3.7,4
5359,1,110,2.7,6.7
5359,2,105,6.4,11.2
5359,1,101,3.1,2.3
5359,2,117,4.8,11.2
5359,2,108,4.9,6.7
5359,1,97,4.6,3.2
5359,2,104,4.5,5.1
5359,1,100,2.1,3.8
5359,1,97,3.8,3.5
5359,2,113,2.1,2.7
5359,1,108,3.1,3
5359,1,103,4.3,5.4
5359,1,110,12,4.1
5359,1,95,2.6,3.1
5359,2,110,3.9,3.1
5359,1,112,3,2.7
5359,1,107,5,3.8
5359,2,104,12,6.4
5359,2,102,4.5,3.6
5359,1,102,4.9,6.6
5359,2,100,3.3,3.6
5359,1,98,3.2,4.7
5359,1,100,3.9,3.7
5359,2,109,2.8,2.8
5359,2,113,3.9,4.4
5359,1,108,3.8,3.5
5359,2,102,6.4,6.7
5359,1,117,1.7,0.4
5359,1,106,2.8,2.9
5359,2,101,3.9,2.8
5359,1,102,4.9,11.2
5359,2,106,6.4,11.2
5359,2,110,2,1.9
5359,2,110,4.7,3.6
5359,1,129,1.7,1.9
5359,1,101,3.7,3.3
5359,1,111,6.4,4.2
5359,2,110,5.2,4.7
5359,2,108,4.7,2.2
5359,2,109,2.5,4.6
5359,2,113,4.9,2.9
5359,2,108,4.6,5
5359,1,116,9.2,10.9
5359,2,114,4.4,5.5
5359,1,112,3.4,3.9
5359,1,103,2.4,2.9
5359,1,107,6.4,4.2
5359,2,111,4.3,3.1
5359,1,108,2,2.2
5359,1,106,2.5,4.5
5359,2,109,4.3,6.2
5359,2,103,4,4.5
5359,1,110,4.9,4.3
5359,2,103,3.7,5
5359,1,112,3.1,3.2
5359,2,102,2.2,3.6
5359,2,105,2.7,3.8
5359,2,102,2.5,6.2
5359,1,105,2.2,2.5
5359,1,111,3.5,7.5
5359,1,101,3.9,3
5359,1,109,4.4,3.2
5359,1,108,5.2,6.2
5359,1,109,5.8,4.5
5359,2,118,3.1,3.5
5359,2,108,6.4,4.4
5359,1,101,2.7,2.8
5359,1,108,1.4,1.7
5359,2,106,2.5,3.1
5386,1,109,3.4,4.9
5386,1,106,3.6,3.8
5386,1,109,2.9,5
5386,2,100,4,4.2
5386,1,106,3.6,5.1
5386,2,109,5.8,4
5386,2,108,7.3,3.9
5386,1,97,2.5,2.2
5386,2,105,4.4,3.7
5386,2,110,2.6,4
5386,2,112,3.9,3.6
5386,1,117,1.9,1.9
5386,2,107,2.8,3.9
5386,1,110,6.4,6.8
5386,1,111,2.9,2.4
5386,2,106,2.9,3.1
5386,1,103,4.1,2.5
5386,2,97,2.8,5.2
5386,1,103,2.8,2.6
5386,1,112,3.1,3
5386,2,112,10.6,6.7
5386,2,108,4.9,2.7
5386,1,113,4.2,6.9
5386,2,110,2.5,2.8
5386,2,111,4.2,4.7
5386,1,101,2.8,2.9
5386,2,135,2.2,2.5
5386,2,122,1.5,2.9
5386,1,108,3.5,4.1
5386,1,99,4.7,4.4
5386,1,108,4.3,4.6
5386,1,103,4.5,3
5386,1,119,2.4,3
5386,2,111,4.9,3.3
5386,1,110,12,3.4
5386,1,102,3.1,4.2
5386,2,104,4.9,6.3
5386,1,101,8.7,4.4
5386,2,100,4.5,3.8
5386,1,109,12,8.2
5386,1,105,5,2.9
5386,1,103,4.7,7.5
5386,1,112,4.5,3
5386,2,99,4.9,5.1
5386,1,104,3.4,4.2
5386,1,103,4.3,4.9
5386,1,108,5.8,8.9
5386,1,107,6.3,4.6
5386,1,102,6.4,3.7
5386,2,101,3,4
5386,1,112,4.4,7.3
5386,1,111,5.8,3.4
5386,1,101,4.7,4
5386,2,117,4.9,4
5386,2,110,3.4,3.3
5386,1,104,2.2,2.5
5386,1,108,3.2,2.5
5386,1,99,2.2,1.9
5386,1,108,5.8,6.7
5386,1,96,5,3.6
5386,1,114,2.1,1.4
5386,1,101,4.6,4.5
5386,2,111,6.4,5.5
5386,1,108,3.4,2.9
5386,1,114,2.5,2.5
5386,2,106,3.9,2.2
5386,1,115,4.8,3
5386,2,105,4.5,2.9
5386,2,114,9.2,3.5
5386,2,103,3.9,4.4
5386,1,108,6.3,8.2
5389,1,105,4.5,3.7
5389,1,109,3,4.4
5389,1,104,3.8,2.9
5389,1,105,2.2,3
5389,1,100,4.4,4.7
5389,1,103,2,2.3
5389,2,111,3.5,3.2
5389,2,110,3.9,4
5389,2,104,2.9,3.7
5389,1,107,5,4.9
5389,1,111,12,4.4
5389,2,114,3.8,3
5389,2,105,4.2,3
5389,2,111,1.8,2.5
5389,2,111,6.4,4.8
5389,2,114,2.7,3.9
5389,2,102,5.2,5
5389,1,105,3.9,3.5
5389,1,101,6.8,4
5389,1,98,3.5,2.9
5389,2,113,6.4,4.2
5389,2,101,6.4,5.4
5389,2,109,5.8,6.4
5389,2,102,5.8,3.5
5389,2,109,2.8,2.5
5389,2,106,4.9,6.7
5389,2,105,3.3,5.2
5389,2,112,2.8,4.7
5389,1,105,5.4,4.2
5389,1,115,1.8,2.2
5389,2,110,6.4,3.9
5389,2,108,4.3,4.5
5389,1,108,3.1,2.9
5389,2,121,4.4,3
5389,2,104,2.4,2.7
5389,1,102,8.2,3.5
5389,1,101,4.8,8.4
5389,2,108,2.7,3.6
5389,1,101,4.1,3.9
5389,2,108,3.8,11
5389,1,112,3,4
5389,1,114,5.2,2.4
5389,1,110,4.7,2.4
5389,2,100,4.3,5
5389,2,104,1.8,2.9
5389,2,105,2.8,3.2
5389,1,105,3.1,3.7
5389,1,103,4.7,4.4
5389,2,102,3.7,4
5389,1,106,4.7,4.4
5389,1,105,3,2.9
5389,2,107,2.1,1.6
5389,1,111,2.6,4.7
5389,2,101,2.6,2
5389,2,110,3.7,6.7
5389,2,112,4.3,4.7
5389,1,102,2,2
5389,1,109,2,2.1
5389,2,111,2.9,2.7
5389,1,107,6.4,11
5389,1,106,3.9,6.7
5389,1,103,5.8,6.4
5389,2,102,2.4,2.7
5389,1,101,2.1,2.2
5389,1,110,3.5,4.2
5389,2,102,4.4,4
5389,2,104,3,3.7
5389,1,110,4.4,6.8
5389,1,107,3.5,2.7
5389,2,106,2.1,2.9
5389,1,109,3.1,2.4
5389,1,100,2.9,2.5
5389,1,100,2.2,2.8
5389,1,106,4.9,4.1
5389,1,107,3.8,4.6
5389,2,100,4.8,6.7
5389,2,107,4.5,4.4
5389,1,108,4.7,9.2
5389,1,99,4.5,3.7
5261,2,115,1.6,2.4
5261,2,110,4.8,3.1
5261,1,109,3.5,3.7
5261,1,112,3.1,2.9
5261,1,101,2.1,2.6
5261,2,108,4.4,3.3
5261,2,103,3.3,4.1
5261,1,112,2.1,2.2
5261,1,103,3.7,3.8
5261,1,111,3.9,4.2
5261,1,121,6.9,3.6
5261,2,105,3.1,2.8
5261,2,112,4.6,3.7
5261,1,108,3.1,3
5261,2,113,2.8,2.3
5261,1,101,4.4,4.6
5261,2,109,5.2,4.4
5261,1,109,8.7,4.2
5261,2,109,2.1,3.1
5261,1,110,2.2,1.6
5261,1,110,2.7,3.1
5261,1,108,4.7,4.7
5261,1,101,4.3,3.8
5261,2,112,2.2,2.2
5261,2,120,2.1,3.1
5261,1,111,1.7,0.3
5261,1,113,2.5,3.5
5261,2,109,3.2,2.7
5261,2,108,4.3,2.3
5261,2,112,6.4,3
5261,1,118,2.7,1.7
5261,1,102,3.7,3.9
5261,2,111,2.1,2.6
5261,1,107,4.3,2.3
5261,2,107,2,2.4
5261,1,113,2.4,2.8
5261,2,105,4.3,3.1
5261,1,102,1.9,2.3
5261,2,106,3.3,3.8
5261,2,106,2.1,2.9
5261,1,117,2,2.5
5261,2,117,3.1,2.4
5261,1,112,3.3,3.4
5261,2,107,6.4,5.2
5261,1,107,2.8,2.4
5261,1,112,4.2,4.1
5261,2,105,4.9,6.7
5261,2,109,4.4,3.6
5261,2,102,8.3,3.4
5261,2,103,4.2,6
5261,1,103,2.9,3.3
5261,2,105,4.4,6.8
5261,2,108,7.8,5
5261,1,111,4.8,7.3
5261,1,109,4,4.5
5261,1,103,2.7,3
5261,1,111,2.6,3
5261,2,105,0,1.1
5261,1,108,3.7,4.2
5261,1,109,2.7,4.3
5261,2,103,1.6,2.2
5261,2,106,6.4,5.1
5261,1,104,2.7,2.9
5261,1,101,1.4,1.6
5261,1,109,3.1,3.4
5261,1,108,3.8,3.4
5261,2,112,1.8,1.5
5261,2,110,8.2,4
5261,2,102,2.2,2.1
5261,2,110,1.1,1.7
5261,2,122,2,3
5261,1,110,2.1,2.7
5261,2,112,3.1,4
5261,1,103,2.9,2.2
5261,1,108,8.2,6.2
5261,1,111,6.4,5
5261,1,105,12,8.2
5261,2,103,4.3,6.6
5261,2,103,12,5.2
5261,2,112,2.7,2.7
5261,2,112,3.7,5.2
5261,1,109,4.6,5.2
5261,1,110,12,11
5261,1,111,6.4,4
5261,1,110,3.7,5.4
5261,1,110,6.4,3.9
5261,1,101,5,5.1
5261,2,98,3.9,3
5261,2,104,2.4,4.9
5261,2,106,5,6.2
5261,1,105,7.8,5.4
5261,1,109,4.8,2.8
5261,1,109,3.9,5
5261,2,112,2.9,3.6
5261,2,112,4.5,5
5273,2,111,3.5,3
5273,2,107,3.8,11.2
5273,1,102,2.6,4
5273,2,122,1.9,2.5
5273,1,110,3.4,7.3
5273,2,111,6.4,5
5273,2,103,2,2.5
5273,1,109,5.8,11.2
5273,2,111,3.2,7.3
5273,2,113,5.2,11.2
5273,2,108,2.4,2.1
5273,1,116,3.3,2.6
5273,1,112,3.9,7.3
5273,2,111,2.7,3.1
5273,1,110,2.9,6.6
5273,2,108,4.3,2.2
5273,1,110,4.3,3.5
5273,2,117,2.5,4.3
5273,2,128,3.7,6.4
5273,1,118,3.3,2.2
5273,2,101,4.8,4.5
5273,1,105,2.3,2.9
5273,2,108,2.4,2.4
5273,2,124,4.7,3.4
5273,1,98,4.8,6.8
5273,1,108,2.1,4.8
5273,1,103,2.5,4.9
5273,2,109,8.3,9.3
5273,1,102,3.1,3.1
5273,2,111,6.4,5
5273,1,104,3.6,3.1
5273,1,111,4.3,6.7
5273,2,101,12,4.7
5273,2,110,3,3.4
5273,1,113,3.7,8.4
5273,1,114,2.1,1.5
5273,1,108,4.1,4.7
5273,2,107,2.8,3.7
5273,1,112,4.7,7.2
5273,1,100,3.9,5.2
5273,1,108,2.9,4.1
5273,1,102,4.2,5.2
5273,1,107,12,11.2
5273,1,109,3.1,3
5273,2,103,8.7,8.1
5273,1,108,2.5,3.9
5273,2,107,3.1,3.5
5273,1,104,5,8.4
5273,1,105,2.1,2.2
5273,2,111,1.8,1.9
5273,2,111,4.9,4
5273,2,108,4.1,7.2
5273,2,98,1.8,3
5273,2,105,5,7.2
